entity,group,value,sequence,variable,unit
G1_21,Group 1,119.857,31,demo_measurement,unit
G1_21,Group 1,100.951,32,demo_measurement,unit
G1_21,Group 1,120.992,33,demo_measurement,unit
G1_21,Group 1,107.362,34,demo_measurement,unit
G1_21,Group 1,112.390,35,demo_measurement,unit
G1_21,Group 1,98.893,36,demo_measurement,unit
G1_21,Group 1,111.567,37,demo_measurement,unit
G1_21,Group 1,107.287,38,demo_measurement,unit
G1_21,Group 1,88.412,39,demo_measurement,unit
G1_21,Group 1,112.176,40,demo_measurement,unit
G1_21,Group 1,99.885,41,demo_measurement,unit
G1_21,Group 1,109.797,42,demo_measurement,unit
G1_21,Group 1,114.328,43,demo_measurement,unit
G1_21,Group 1,83.626,44,demo_measurement,unit
G1_21,Group 1,93.699,45,demo_measurement,unit
G1_21,Group 1,99.609,46,demo_measurement,unit
G1_21,Group 1,107.652,47,demo_measurement,unit
G1_21,Group 1,116.588,48,demo_measurement,unit
G1_21,Group 1,100.103,49,demo_measurement,unit
G1_21,Group 1,92.031,50,demo_measurement,unit
G1_22,Group 1,90.771,1,demo_measurement,unit
G1_22,Group 1,105.224,2,demo_measurement,unit
G1_22,Group 1,95.251,3,demo_measurement,unit
G1_22,Group 1,95.984,4,demo_measurement,unit
G1_22,Group 1,109.913,5,demo_measurement,unit
G1_22,Group 1,84.640,6,demo_measurement,unit
G1_22,Group 1,89.895,7,demo_measurement,unit
G1_22,Group 1,87.119,8,demo_measurement,unit
G1_22,Group 1,98.927,9,demo_measurement,unit
G1_22,Group 1,106.404,10,demo_measurement,unit
G1_22,Group 1,118.505,11,demo_measurement,unit
G1_22,Group 1,83.800,12,demo_measurement,unit
G1_22,Group 1,81.224,13,demo_measurement,unit
G1_22,Group 1,109.558,14,demo_measurement,unit
G1_22,Group 1,82.614,15,demo_measurement,unit
G1_22,Group 1,109.007,16,demo_measurement,unit
G1_22,Group 1,101.923,17,demo_measurement,unit
G1_22,Group 1,85.059,18,demo_measurement,unit
G1_22,Group 1,87.607,19,demo_measurement,unit
G1_22,Group 1,85.609,20,demo_measurement,unit
G1_22,Group 1,106.640,21,demo_measurement,unit
G1_22,Group 1,92.353,22,demo_measurement,unit
G1_22,Group 1,105.786,23,demo_measurement,unit
G1_22,Group 1,99.224,24,demo_measurement,unit
G1_22,Group 1,88.719,25,demo_measurement,unit
G1_22,Group 1,121.047,26,demo_measurement,unit
G1_22,Group 1,100.111,27,demo_measurement,unit
G1_22,Group 1,87.076,28,demo_measurement,unit
G1_22,Group 1,110.836,29,demo_measurement,unit
G1_22,Group 1,86.361,30,demo_measurement,unit
G1_22,Group 1,72.907,31,demo_measurement,unit
G1_22,Group 1,95.479,32,demo_measurement,unit
G1_22,Group 1,111.822,33,demo_measurement,unit
G1_22,Group 1,97.862,34,demo_measurement,unit
G1_22,Group 1,114.690,35,demo_measurement,unit
G1_22,Group 1,100.323,36,demo_measurement,unit
G1_22,Group 1,103.740,37,demo_measurement,unit
G1_22,Group 1,117.195,38,demo_measurement,unit
G1_22,Group 1,87.461,39,demo_measurement,unit
G1_22,Group 1,114.996,40,demo_measurement,unit
G1_22,Group 1,99.896,41,demo_measurement,unit
G1_22,Group 1,76.764,42,demo_measurement,unit
G1_22,Group 1,93.641,43,demo_measurement,unit
G1_22,Group 1,95.098,44,demo_measurement,unit
G1_22,Group 1,102.901,45,demo_measurement,unit
G1_22,Group 1,100.168,46,demo_measurement,unit
G1_22,Group 1,83.751,47,demo_measurement,unit
G1_22,Group 1,100.697,48,demo_measurement,unit
G1_22,Group 1,112.414,49,demo_measurement,unit
G1_22,Group 1,109.953,50,demo_measurement,unit
G1_23,Group 1,77.627,1,demo_measurement,unit
G1_23,Group 1,88.759,2,demo_measurement,unit
G1_23,Group 1,87.648,3,demo_measurement,unit
G1_23,Group 1,124.872,4,demo_measurement,unit
G1_23,Group 1,99.499,5,demo_measurement,unit
G1_23,Group 1,114.961,6,demo_measurement,unit
G1_23,Group 1,108.491,7,demo_measurement,unit
G1_23,Group 1,88.714,8,demo_measurement,unit
G1_23,Group 1,97.129,9,demo_measurement,unit
G1_23,Group 1,116.068,10,demo_measurement,unit
G1_23,Group 1,103.292,11,demo_measurement,unit
G1_23,Group 1,100.014,12,demo_measurement,unit
G1_23,Group 1,95.514,13,demo_measurement,unit
G1_23,Group 1,101.089,14,demo_measurement,unit
G1_23,Group 1,84.898,15,demo_measurement,unit
G1_23,Group 1,86.633,16,demo_measurement,unit
G1_23,Group 1,109.336,17,demo_measurement,unit
G1_23,Group 1,85.219,18,demo_measurement,unit
G1_23,Group 1,117.488,19,demo_measurement,unit
G1_23,Group 1,102.638,20,demo_measurement,unit
G1_23,Group 1,78.325,21,demo_measurement,unit
G1_23,Group 1,89.249,22,demo_measurement,unit
G1_23,Group 1,93.456,23,demo_measurement,unit
G1_23,Group 1,85.471,24,demo_measurement,unit
G1_23,Group 1,105.995,25,demo_measurement,unit
G1_23,Group 1,95.231,26,demo_measurement,unit
G1_23,Group 1,93.736,27,demo_measurement,unit
G1_23,Group 1,103.358,28,demo_measurement,unit
G1_23,Group 1,108.326,29,demo_measurement,unit
G1_23,Group 1,88.190,30,demo_measurement,unit
G1_23,Group 1,98.408,31,demo_measurement,unit
G1_23,Group 1,107.206,32,demo_measurement,unit
G1_23,Group 1,103.704,33,demo_measurement,unit
G1_23,Group 1,97.876,34,demo_measurement,unit
G1_23,Group 1,85.512,35,demo_measurement,unit
G1_23,Group 1,118.930,36,demo_measurement,unit
G1_23,Group 1,93.295,37,demo_measurement,unit
G1_23,Group 1,111.294,38,demo_measurement,unit
G1_23,Group 1,118.076,39,demo_measurement,unit
G1_23,Group 1,75.313,40,demo_measurement,unit
G1_23,Group 1,108.428,41,demo_measurement,unit
G1_23,Group 1,100.845,42,demo_measurement,unit
G1_23,Group 1,94.202,43,demo_measurement,unit
G1_23,Group 1,101.324,44,demo_measurement,unit
G1_23,Group 1,104.481,45,demo_measurement,unit
G1_23,Group 1,87.530,46,demo_measurement,unit
G1_23,Group 1,111.470,47,demo_measurement,unit
G1_23,Group 1,83.895,48,demo_measurement,unit
G1_23,Group 1,92.987,49,demo_measurement,unit
G1_23,Group 1,103.354,50,demo_measurement,unit
G1_24,Group 1,67.652,1,demo_measurement,unit
G1_24,Group 1,123.392,2,demo_measurement,unit
G1_24,Group 1,87.291,3,demo_measurement,unit
G1_24,Group 1,94.748,4,demo_measurement,unit
G1_24,Group 1,84.210,5,demo_measurement,unit
G1_24,Group 1,104.026,6,demo_measurement,unit
G1_24,Group 1,103.913,7,demo_measurement,unit
G1_24,Group 1,96.063,8,demo_measurement,unit
G1_24,Group 1,106.072,9,demo_measurement,unit
G1_24,Group 1,121.458,10,demo_measurement,unit
G1_24,Group 1,93.791,11,demo_measurement,unit
G1_24,Group 1,109.588,12,demo_measurement,unit
G1_24,Group 1,124.738,13,demo_measurement,unit
G1_24,Group 1,86.398,14,demo_measurement,unit
G1_24,Group 1,118.283,15,demo_measurement,unit
G1_24,Group 1,82.733,16,demo_measurement,unit
G1_24,Group 1,69.409,17,demo_measurement,unit
G1_24,Group 1,102.369,18,demo_measurement,unit
G1_24,Group 1,113.328,19,demo_measurement,unit
G1_24,Group 1,103.141,20,demo_measurement,unit
G1_24,Group 1,94.565,21,demo_measurement,unit
G1_24,Group 1,106.319,22,demo_measurement,unit
G1_24,Group 1,88.382,23,demo_measurement,unit
G1_24,Group 1,87.854,24,demo_measurement,unit
G1_24,Group 1,90.325,25,demo_measurement,unit
G1_24,Group 1,81.874,26,demo_measurement,unit
G1_24,Group 1,94.231,27,demo_measurement,unit
G1_24,Group 1,88.598,28,demo_measurement,unit
G1_24,Group 1,79.915,29,demo_measurement,unit
G1_24,Group 1,100.946,30,demo_measurement,unit
G1_24,Group 1,115.332,31,demo_measurement,unit
G1_24,Group 1,91.876,32,demo_measurement,unit
G1_24,Group 1,140.153,33,demo_measurement,unit
G1_24,Group 1,71.003,34,demo_measurement,unit
G1_24,Group 1,111.749,35,demo_measurement,unit
G1_24,Group 1,90.209,36,demo_measurement,unit
G1_24,Group 1,83.230,37,demo_measurement,unit
G1_24,Group 1,108.096,38,demo_measurement,unit
G1_24,Group 1,96.325,39,demo_measurement,unit
G1_24,Group 1,82.043,40,demo_measurement,unit
G1_24,Group 1,122.310,41,demo_measurement,unit
G1_24,Group 1,123.667,42,demo_measurement,unit
G1_24,Group 1,125.180,43,demo_measurement,unit
G1_24,Group 1,99.346,44,demo_measurement,unit
G1_24,Group 1,109.822,45,demo_measurement,unit
G1_24,Group 1,94.579,46,demo_measurement,unit
G1_24,Group 1,114.372,47,demo_measurement,unit
G1_24,Group 1,118.252,48,demo_measurement,unit
G1_24,Group 1,108.640,49,demo_measurement,unit
G1_24,Group 1,104.931,50,demo_measurement,unit
G1_25,Group 1,98.501,1,demo_measurement,unit
G1_25,Group 1,107.183,2,demo_measurement,unit
G1_25,Group 1,100.047,3,demo_measurement,unit
G1_25,Group 1,96.669,4,demo_measurement,unit
G1_25,Group 1,107.961,5,demo_measurement,unit
G1_25,Group 1,116.522,6,demo_measurement,unit
G1_25,Group 1,99.922,7,demo_measurement,unit
G1_25,Group 1,91.832,8,demo_measurement,unit
G1_25,Group 1,115.058,9,demo_measurement,unit
G1_25,Group 1,125.082,10,demo_measurement,unit
G1_25,Group 1,115.539,11,demo_measurement,unit
G1_25,Group 1,122.706,12,demo_measurement,unit
G1_25,Group 1,117.121,13,demo_measurement,unit
G1_25,Group 1,100.404,14,demo_measurement,unit
G1_25,Group 1,98.999,15,demo_measurement,unit
G1_25,Group 1,88.706,16,demo_measurement,unit
G1_25,Group 1,99.808,17,demo_measurement,unit
G1_25,Group 1,101.735,18,demo_measurement,unit
G1_25,Group 1,111.195,19,demo_measurement,unit
G1_25,Group 1,98.262,20,demo_measurement,unit
G1_25,Group 1,96.877,21,demo_measurement,unit
G1_25,Group 1,106.635,22,demo_measurement,unit
G1_25,Group 1,103.359,23,demo_measurement,unit
G1_25,Group 1,101.251,24,demo_measurement,unit
G1_25,Group 1,92.702,25,demo_measurement,unit
G1_25,Group 1,88.006,26,demo_measurement,unit
G1_25,Group 1,89.621,27,demo_measurement,unit
G1_25,Group 1,108.560,28,demo_measurement,unit
G1_25,Group 1,99.940,29,demo_measurement,unit
G1_25,Group 1,82.272,30,demo_measurement,unit
G1_25,Group 1,92.263,31,demo_measurement,unit
G1_25,Group 1,108.905,32,demo_measurement,unit
G1_25,Group 1,102.244,33,demo_measurement,unit
G1_25,Group 1,113.922,34,demo_measurement,unit
G1_25,Group 1,97.323,35,demo_measurement,unit
G1_25,Group 1,87.403,36,demo_measurement,unit
G1_25,Group 1,88.983,37,demo_measurement,unit
G1_25,Group 1,111.777,38,demo_measurement,unit
G1_25,Group 1,79.858,39,demo_measurement,unit
G1_25,Group 1,112.071,40,demo_measurement,unit
G1_25,Group 1,121.196,41,demo_measurement,unit
G1_25,Group 1,93.101,42,demo_measurement,unit
G1_25,Group 1,115.522,43,demo_measurement,unit
G1_25,Group 1,93.681,44,demo_measurement,unit
G1_25,Group 1,95.660,45,demo_measurement,unit
G1_25,Group 1,109.181,46,demo_measurement,unit
G1_25,Group 1,84.719,47,demo_measurement,unit
G1_25,Group 1,95.361,48,demo_measurement,unit
G1_25,Group 1,114.463,49,demo_measurement,unit
G1_25,Group 1,98.321,50,demo_measurement,unit
G1_26,Group 1,102.190,1,demo_measurement,unit
G1_26,Group 1,86.239,2,demo_measurement,unit
G1_26,Group 1,91.579,3,demo_measurement,unit
G1_26,Group 1,79.227,4,demo_measurement,unit
G1_26,Group 1,88.589,5,demo_measurement,unit
G1_26,Group 1,97.018,6,demo_measurement,unit
G1_26,Group 1,97.475,7,demo_measurement,unit
G1_26,Group 1,107.094,8,demo_measurement,unit
G1_26,Group 1,101.242,9,demo_measurement,unit
G1_26,Group 1,105.750,10,demo_measurement,unit
G1_26,Group 1,123.058,11,demo_measurement,unit
G1_26,Group 1,101.316,12,demo_measurement,unit
G1_26,Group 1,102.198,13,demo_measurement,unit
G1_26,Group 1,83.536,14,demo_measurement,unit
G1_26,Group 1,103.702,15,demo_measurement,unit
G1_26,Group 1,119.210,16,demo_measurement,unit
G1_26,Group 1,103.294,17,demo_measurement,unit
G1_26,Group 1,71.540,18,demo_measurement,unit
G1_26,Group 1,99.466,19,demo_measurement,unit
G1_26,Group 1,116.517,20,demo_measurement,unit
G1_26,Group 1,108.852,21,demo_measurement,unit
G1_26,Group 1,128.226,22,demo_measurement,unit
G1_26,Group 1,89.713,23,demo_measurement,unit
G1_26,Group 1,113.662,24,demo_measurement,unit
G1_26,Group 1,109.986,25,demo_measurement,unit
G1_26,Group 1,87.430,26,demo_measurement,unit
G1_26,Group 1,98.006,27,demo_measurement,unit
G1_26,Group 1,110.281,28,demo_measurement,unit
G1_26,Group 1,99.069,29,demo_measurement,unit
G1_26,Group 1,75.918,30,demo_measurement,unit
G1_26,Group 1,80.894,31,demo_measurement,unit
G1_26,Group 1,97.086,32,demo_measurement,unit
G1_26,Group 1,79.853,33,demo_measurement,unit
G1_26,Group 1,90.942,34,demo_measurement,unit
G1_26,Group 1,103.579,35,demo_measurement,unit
G1_26,Group 1,89.678,36,demo_measurement,unit
G1_26,Group 1,114.377,37,demo_measurement,unit
G1_26,Group 1,85.195,38,demo_measurement,unit
G1_26,Group 1,82.712,39,demo_measurement,unit
G1_26,Group 1,111.466,40,demo_measurement,unit
G1_26,Group 1,73.406,41,demo_measurement,unit
G1_26,Group 1,99.831,42,demo_measurement,unit
G1_26,Group 1,96.185,43,demo_measurement,unit
G1_26,Group 1,107.358,44,demo_measurement,unit
G1_26,Group 1,70.974,45,demo_measurement,unit
G1_26,Group 1,128.857,46,demo_measurement,unit
G1_26,Group 1,116.568,47,demo_measurement,unit
G1_26,Group 1,89.101,48,demo_measurement,unit
G1_26,Group 1,99.029,49,demo_measurement,unit
G1_26,Group 1,88.677,50,demo_measurement,unit
G1_27,Group 1,111.712,1,demo_measurement,unit
G1_27,Group 1,105.713,2,demo_measurement,unit
G1_27,Group 1,91.217,3,demo_measurement,unit
G1_27,Group 1,90.320,4,demo_measurement,unit
G1_27,Group 1,80.300,5,demo_measurement,unit
G1_27,Group 1,94.977,6,demo_measurement,unit
G1_27,Group 1,93.052,7,demo_measurement,unit
G1_27,Group 1,85.626,8,demo_measurement,unit
G1_27,Group 1,78.244,9,demo_measurement,unit
G1_27,Group 1,103.767,10,demo_measurement,unit
G1_27,Group 1,98.728,11,demo_measurement,unit
G1_27,Group 1,106.462,12,demo_measurement,unit
G1_27,Group 1,129.079,13,demo_measurement,unit
G1_27,Group 1,97.377,14,demo_measurement,unit
G1_27,Group 1,92.097,15,demo_measurement,unit
G1_27,Group 1,107.726,16,demo_measurement,unit
G1_27,Group 1,88.157,17,demo_measurement,unit
G1_27,Group 1,90.246,18,demo_measurement,unit
G1_27,Group 1,88.837,19,demo_measurement,unit
G1_27,Group 1,117.703,20,demo_measurement,unit
G1_27,Group 1,124.556,21,demo_measurement,unit
G1_27,Group 1,89.259,22,demo_measurement,unit
G1_27,Group 1,79.985,23,demo_measurement,unit
G1_27,Group 1,89.954,24,demo_measurement,unit
G1_27,Group 1,82.353,25,demo_measurement,unit
G1_27,Group 1,94.076,26,demo_measurement,unit
G1_27,Group 1,85.215,27,demo_measurement,unit
G1_27,Group 1,109.465,28,demo_measurement,unit
G1_27,Group 1,103.026,29,demo_measurement,unit
G1_27,Group 1,111.872,30,demo_measurement,unit
G1_27,Group 1,86.592,31,demo_measurement,unit
G1_27,Group 1,112.628,32,demo_measurement,unit
G1_27,Group 1,101.714,33,demo_measurement,unit
G1_27,Group 1,91.957,34,demo_measurement,unit
G1_27,Group 1,91.646,35,demo_measurement,unit
G1_27,Group 1,104.226,36,demo_measurement,unit
G1_27,Group 1,94.539,37,demo_measurement,unit
G1_27,Group 1,118.185,38,demo_measurement,unit
G1_27,Group 1,114.038,39,demo_measurement,unit
G1_27,Group 1,110.837,40,demo_measurement,unit
G1_27,Group 1,104.777,41,demo_measurement,unit
G1_27,Group 1,109.722,42,demo_measurement,unit
G1_27,Group 1,109.464,43,demo_measurement,unit
G1_27,Group 1,107.758,44,demo_measurement,unit
G1_27,Group 1,140.983,45,demo_measurement,unit
G1_27,Group 1,94.871,46,demo_measurement,unit
G1_27,Group 1,120.671,47,demo_measurement,unit
G1_27,Group 1,107.120,48,demo_measurement,unit
G1_27,Group 1,90.851,49,demo_measurement,unit
G1_27,Group 1,95.481,50,demo_measurement,unit
G1_28,Group 1,122.031,1,demo_measurement,unit
G1_28,Group 1,91.525,2,demo_measurement,unit
G1_28,Group 1,95.110,3,demo_measurement,unit
G1_28,Group 1,92.752,4,demo_measurement,unit
G1_28,Group 1,79.739,5,demo_measurement,unit
G1_28,Group 1,89.640,6,demo_measurement,unit
G1_28,Group 1,103.026,7,demo_measurement,unit
G1_28,Group 1,95.724,8,demo_measurement,unit
G1_28,Group 1,95.909,9,demo_measurement,unit
G1_28,Group 1,78.785,10,demo_measurement,unit
G1_28,Group 1,96.904,11,demo_measurement,unit
G1_28,Group 1,88.455,12,demo_measurement,unit
G1_28,Group 1,63.503,13,demo_measurement,unit
G1_28,Group 1,100.081,14,demo_measurement,unit
G1_28,Group 1,99.090,15,demo_measurement,unit
G1_28,Group 1,104.804,16,demo_measurement,unit
G1_28,Group 1,101.007,17,demo_measurement,unit
G1_28,Group 1,107.969,18,demo_measurement,unit
G1_28,Group 1,113.930,19,demo_measurement,unit
G1_28,Group 1,87.321,20,demo_measurement,unit
G1_28,Group 1,87.388,21,demo_measurement,unit
G1_28,Group 1,99.732,22,demo_measurement,unit
G1_28,Group 1,95.414,23,demo_measurement,unit
G1_28,Group 1,99.722,24,demo_measurement,unit
G1_28,Group 1,130.278,25,demo_measurement,unit
G1_28,Group 1,110.188,26,demo_measurement,unit
G1_28,Group 1,115.092,27,demo_measurement,unit
G1_28,Group 1,119.167,28,demo_measurement,unit
G1_28,Group 1,110.177,29,demo_measurement,unit
G1_28,Group 1,122.097,30,demo_measurement,unit
G1_28,Group 1,96.172,31,demo_measurement,unit
G1_28,Group 1,80.067,32,demo_measurement,unit
G1_28,Group 1,116.912,33,demo_measurement,unit
G1_28,Group 1,124.325,34,demo_measurement,unit
G1_28,Group 1,120.912,35,demo_measurement,unit
G1_28,Group 1,100.749,36,demo_measurement,unit
G1_28,Group 1,99.185,37,demo_measurement,unit
G1_28,Group 1,100.056,38,demo_measurement,unit
G1_28,Group 1,107.233,39,demo_measurement,unit
G1_28,Group 1,99.964,40,demo_measurement,unit
G1_28,Group 1,93.258,41,demo_measurement,unit
G1_28,Group 1,82.668,42,demo_measurement,unit
G1_28,Group 1,105.350,43,demo_measurement,unit
G1_28,Group 1,81.291,44,demo_measurement,unit
G1_28,Group 1,97.357,45,demo_measurement,unit
G1_28,Group 1,111.285,46,demo_measurement,unit
G1_28,Group 1,70.597,47,demo_measurement,unit
G1_28,Group 1,101.986,48,demo_measurement,unit
G1_28,Group 1,95.402,49,demo_measurement,unit
G1_28,Group 1,103.126,50,demo_measurement,unit
G1_29,Group 1,96.733,1,demo_measurement,unit
G1_29,Group 1,107.616,2,demo_measurement,unit
G1_29,Group 1,105.325,3,demo_measurement,unit
G1_29,Group 1,91.253,4,demo_measurement,unit
G1_29,Group 1,106.082,5,demo_measurement,unit
G1_29,Group 1,98.063,6,demo_measurement,unit
G1_29,Group 1,94.218,7,demo_measurement,unit
G1_29,Group 1,112.922,8,demo_measurement,unit
G1_29,Group 1,106.796,9,demo_measurement,unit
G1_29,Group 1,94.326,10,demo_measurement,unit
G1_29,Group 1,101.715,11,demo_measurement,unit
G1_29,Group 1,108.422,12,demo_measurement,unit
G1_29,Group 1,107.783,13,demo_measurement,unit
G1_29,Group 1,91.505,14,demo_measurement,unit
G1_29,Group 1,98.143,15,demo_measurement,unit
G1_29,Group 1,78.881,16,demo_measurement,unit
G1_29,Group 1,94.162,17,demo_measurement,unit
G1_29,Group 1,115.760,18,demo_measurement,unit
G1_29,Group 1,86.138,19,demo_measurement,unit
G1_29,Group 1,86.306,20,demo_measurement,unit
G1_29,Group 1,111.402,21,demo_measurement,unit
G1_29,Group 1,108.019,22,demo_measurement,unit
G1_29,Group 1,101.501,23,demo_measurement,unit
G1_29,Group 1,107.494,24,demo_measurement,unit
G1_29,Group 1,90.627,25,demo_measurement,unit
G1_29,Group 1,103.487,26,demo_measurement,unit
G1_29,Group 1,86.405,27,demo_measurement,unit
G1_29,Group 1,91.543,28,demo_measurement,unit
G1_29,Group 1,87.168,29,demo_measurement,unit
G1_29,Group 1,112.437,30,demo_measurement,unit
G1_29,Group 1,86.622,31,demo_measurement,unit
G1_29,Group 1,111.931,32,demo_measurement,unit
G1_29,Group 1,90.099,33,demo_measurement,unit
G1_29,Group 1,112.422,34,demo_measurement,unit
G1_29,Group 1,84.587,35,demo_measurement,unit
G1_29,Group 1,118.469,36,demo_measurement,unit
G1_29,Group 1,114.974,37,demo_measurement,unit
G1_29,Group 1,99.573,38,demo_measurement,unit
G1_29,Group 1,100.405,39,demo_measurement,unit
G1_29,Group 1,108.709,40,demo_measurement,unit
G1_29,Group 1,99.465,41,demo_measurement,unit
G1_29,Group 1,93.047,42,demo_measurement,unit
G1_29,Group 1,95.074,43,demo_measurement,unit
G1_29,Group 1,107.232,44,demo_measurement,unit
G1_29,Group 1,98.434,45,demo_measurement,unit
G1_29,Group 1,112.791,46,demo_measurement,unit
G1_29,Group 1,94.578,47,demo_measurement,unit
G1_29,Group 1,90.992,48,demo_measurement,unit
G1_29,Group 1,118.662,49,demo_measurement,unit
G1_29,Group 1,102.205,50,demo_measurement,unit
G1_30,Group 1,85.514,1,demo_measurement,unit
G1_30,Group 1,75.761,2,demo_measurement,unit
G1_30,Group 1,102.236,3,demo_measurement,unit
G1_30,Group 1,84.406,4,demo_measurement,unit
G1_30,Group 1,111.486,5,demo_measurement,unit
G1_30,Group 1,108.396,6,demo_measurement,unit
G1_30,Group 1,108.126,7,demo_measurement,unit
G1_30,Group 1,90.476,8,demo_measurement,unit
G1_30,Group 1,100.159,9,demo_measurement,unit
G1_30,Group 1,96.017,10,demo_measurement,unit
G1_30,Group 1,115.704,11,demo_measurement,unit
G1_30,Group 1,117.670,12,demo_measurement,unit
G1_30,Group 1,102.479,13,demo_measurement,unit
G1_30,Group 1,103.922,14,demo_measurement,unit
G1_30,Group 1,100.784,15,demo_measurement,unit
G1_30,Group 1,88.416,16,demo_measurement,unit
G1_30,Group 1,100.809,17,demo_measurement,unit
G1_30,Group 1,94.938,18,demo_measurement,unit
G1_30,Group 1,102.271,19,demo_measurement,unit
G1_30,Group 1,90.078,20,demo_measurement,unit
G1_30,Group 1,90.017,21,demo_measurement,unit
G1_30,Group 1,120.581,22,demo_measurement,unit
G1_30,Group 1,99.906,23,demo_measurement,unit
G1_30,Group 1,101.360,24,demo_measurement,unit
G1_30,Group 1,121.800,25,demo_measurement,unit
G1_30,Group 1,117.589,26,demo_measurement,unit
G1_30,Group 1,114.292,27,demo_measurement,unit
G1_30,Group 1,96.327,28,demo_measurement,unit
G1_30,Group 1,106.038,29,demo_measurement,unit
G1_30,Group 1,89.391,30,demo_measurement,unit
G1_30,Group 1,106.073,31,demo_measurement,unit
G1_30,Group 1,112.856,32,demo_measurement,unit
G1_30,Group 1,98.079,33,demo_measurement,unit
G1_30,Group 1,88.975,34,demo_measurement,unit
G1_30,Group 1,105.593,35,demo_measurement,unit
G1_30,Group 1,103.615,36,demo_measurement,unit
G1_30,Group 1,92.330,37,demo_measurement,unit
G1_30,Group 1,115.937,38,demo_measurement,unit
G1_30,Group 1,98.535,39,demo_measurement,unit
G1_30,Group 1,91.866,40,demo_measurement,unit
G1_30,Group 1,94.157,41,demo_measurement,unit
G1_30,Group 1,100.532,42,demo_measurement,unit
G1_30,Group 1,117.697,43,demo_measurement,unit
G1_30,Group 1,111.417,44,demo_measurement,unit
G1_30,Group 1,106.040,45,demo_measurement,unit
G1_30,Group 1,98.229,46,demo_measurement,unit
G1_30,Group 1,107.299,47,demo_measurement,unit
G1_30,Group 1,109.977,48,demo_measurement,unit
G1_30,Group 1,95.552,49,demo_measurement,unit
G1_30,Group 1,108.803,50,demo_measurement,unit
G2_01,Group 2,103.188,1,demo_measurement,unit
G2_01,Group 2,106.127,2,demo_measurement,unit
G2_01,Group 2,117.024,3,demo_measurement,unit
G2_01,Group 2,83.440,4,demo_measurement,unit
G2_01,Group 2,94.751,5,demo_measurement,unit
G2_01,Group 2,132.740,6,demo_measurement,unit
G2_01,Group 2,83.623,7,demo_measurement,unit
G2_01,Group 2,111.689,8,demo_measurement,unit
G2_01,Group 2,111.253,9,demo_measurement,unit
G2_01,Group 2,104.868,10,demo_measurement,unit
G2_01,Group 2,96.443,11,demo_measurement,unit
G2_01,Group 2,110.568,12,demo_measurement,unit
G2_01,Group 2,105.963,13,demo_measurement,unit
G2_01,Group 2,108.470,14,demo_measurement,unit
G2_01,Group 2,113.912,15,demo_measurement,unit
G2_01,Group 2,99.739,16,demo_measurement,unit
G2_01,Group 2,88.894,17,demo_measurement,unit
G2_01,Group 2,119.696,18,demo_measurement,unit
G2_01,Group 2,115.958,19,demo_measurement,unit
G2_01,Group 2,110.744,20,demo_measurement,unit
G2_01,Group 2,98.669,21,demo_measurement,unit
G2_01,Group 2,118.143,22,demo_measurement,unit
G2_01,Group 2,85.139,23,demo_measurement,unit
G2_01,Group 2,127.123,24,demo_measurement,unit
G2_01,Group 2,129.917,25,demo_measurement,unit
G2_01,Group 2,103.948,26,demo_measurement,unit
G2_01,Group 2,119.636,27,demo_measurement,unit
G2_01,Group 2,131.597,28,demo_measurement,unit
G2_01,Group 2,126.144,29,demo_measurement,unit
G2_01,Group 2,112.316,30,demo_measurement,unit
G2_01,Group 2,103.704,31,demo_measurement,unit
G2_01,Group 2,86.777,32,demo_measurement,unit
G2_01,Group 2,87.322,33,demo_measurement,unit
G2_01,Group 2,106.361,34,demo_measurement,unit
G2_01,Group 2,117.616,35,demo_measurement,unit
G2_01,Group 2,100.256,36,demo_measurement,unit
G2_01,Group 2,113.609,37,demo_measurement,unit
G2_01,Group 2,110.303,38,demo_measurement,unit
G2_01,Group 2,112.154,39,demo_measurement,unit
G2_01,Group 2,104.952,40,demo_measurement,unit
G2_01,Group 2,114.180,41,demo_measurement,unit
G2_01,Group 2,110.046,42,demo_measurement,unit
G2_01,Group 2,80.047,43,demo_measurement,unit
G2_01,Group 2,120.899,44,demo_measurement,unit
G2_01,Group 2,113.618,45,demo_measurement,unit
G2_01,Group 2,105.907,46,demo_measurement,unit
G2_01,Group 2,114.149,47,demo_measurement,unit
G2_01,Group 2,109.066,48,demo_measurement,unit
G2_01,Group 2,93.277,49,demo_measurement,unit
G2_01,Group 2,58.524,50,demo_measurement,unit
G2_02,Group 2,98.857,1,demo_measurement,unit
G2_02,Group 2,95.942,2,demo_measurement,unit
G2_02,Group 2,102.847,3,demo_measurement,unit
G2_02,Group 2,115.615,4,demo_measurement,unit
G2_02,Group 2,103.624,5,demo_measurement,unit
G2_02,Group 2,111.045,6,demo_measurement,unit
G2_02,Group 2,96.460,7,demo_measurement,unit
G2_02,Group 2,120.112,8,demo_measurement,unit
G2_02,Group 2,105.663,9,demo_measurement,unit
G2_02,Group 2,97.119,10,demo_measurement,unit
G2_02,Group 2,122.367,11,demo_measurement,unit
G2_02,Group 2,119.568,12,demo_measurement,unit
G2_02,Group 2,100.206,13,demo_measurement,unit
G2_02,Group 2,105.003,14,demo_measurement,unit
G2_02,Group 2,110.071,15,demo_measurement,unit
G2_02,Group 2,106.187,16,demo_measurement,unit
G2_02,Group 2,98.978,17,demo_measurement,unit
