Sample_ID;Группа;Result;Rep;Units;Param
S205;Опыт;1,242;9;ед;Оптическая плотность
S205;Опыт;1,339;10;ед;Оптическая плотность
S205;Опыт;1,390;11;ед;Оптическая плотность
S205;Опыт;1,252;12;ед;Оптическая плотность
S205;Опыт;1,108;13;ед;Оптическая плотность
S205;Опыт;1,170;14;ед;Оптическая плотность
S205;Опыт;1,327;15;ед;Оптическая плотность
S205;Опыт;1,408;16;ед;Оптическая плотность
S205;Опыт;1,248;17;ед;Оптическая плотность
S205;Опыт;1,407;18;ед;Оптическая плотность
S205;Опыт;1,328;19;ед;Оптическая плотность
S205;Опыт;1,386;20;ед;Оптическая плотность
S205;Опыт;1,447;21;ед;Оптическая плотность
S205;Опыт;1,355;22;ед;Оптическая плотность
S205;Опыт;1,197;23;ед;Оптическая плотность
S205;Опыт;1,270;24;ед;Оптическая плотность
S206;Опыт;1,383;1;ед;Оптическая плотность
S206;Опыт;1,349;2;ед;Оптическая плотность
S206;Опыт;1,361;3;ед;Оптическая плотность
S206;Опыт;1,458;4;ед;Оптическая плотность
S206;Опыт;1,330;5;ед;Оптическая плотность
S206;Опыт;1,072;6;ед;Оптическая плотность
S206;Опыт;1,430;7;ед;Оптическая плотность
S206;Опыт;1,187;8;ед;Оптическая плотность
S206;Опыт;1,238;9;ед;Оптическая плотность
S206;Опыт;1,289;10;ед;Оптическая плотность
S206;Опыт;1,254;11;ед;Оптическая плотность
S206;Опыт;1,284;12;ед;Оптическая плотность
S206;Опыт;1,397;13;ед;Оптическая плотность
S206;Опыт;1,328;14;ед;Оптическая плотность
S206;Опыт;1,404;15;ед;Оптическая плотность
S206;Опыт;1,494;16;ед;Оптическая плотность
S206;Опыт;1,101;17;ед;Оптическая плотность
S206;Опыт;1,339;18;ед;Оптическая плотность
S206;Опыт;1,169;19;ед;Оптическая плотность
S206;Опыт;1,501;20;ед;Оптическая плотность
S206;Опыт;1,503;21;ед;Оптическая плотность
S206;Опыт;1,285;22;ед;Оптическая плотность
S206;Опыт;1,356;23;ед;Оптическая плотность
S206;Опыт;1,329;24;ед;Оптическая плотность
S207;Опыт;1,434;1;ед;Оптическая плотность
S207;Опыт;1,141;2;ед;Оптическая плотность
S207;Опыт;1,476;3;ед;Оптическая плотность
S207;Опыт;1,422;4;ед;Оптическая плотность
S207;Опыт;1,423;5;ед;Оптическая плотность
S207;Опыт;1,209;6;ед;Оптическая плотность
S207;Опыт;1,316;7;ед;Оптическая плотность
S207;Опыт;1,348;8;ед;Оптическая плотность
S207;Опыт;1,403;9;ед;Оптическая плотность
S207;Опыт;1,314;10;ед;Оптическая плотность
S207;Опыт;1,173;11;ед;Оптическая плотность
S207;Опыт;1,308;12;ед;Оптическая плотность
S207;Опыт;1,221;13;ед;Оптическая плотность
S207;Опыт;1,238;14;ед;Оптическая плотность
S207;Опыт;1,546;15;ед;Оптическая плотность
S207;Опыт;1,066;16;ед;Оптическая плотность
S207;Опыт;1,251;17;ед;Оптическая плотность
S207;Опыт;1,382;18;ед;Оптическая плотность
S207;Опыт;1,504;19;ед;Оптическая плотность
S207;Опыт;1,277;20;ед;Оптическая плотность
S207;Опыт;1,187;21;ед;Оптическая плотность
S207;Опыт;1,472;22;ед;Оптическая плотность
S207;Опыт;1,413;23;ед;Оптическая плотность
S207;Опыт;1,301;24;ед;Оптическая плотность
S208;Опыт;1,224;1;ед;Оптическая плотность
S208;Опыт;1,504;2;ед;Оптическая плотность
S208;Опыт;1,370;3;ед;Оптическая плотность
S208;Опыт;1,389;4;ед;Оптическая плотность
S208;Опыт;1,259;5;ед;Оптическая плотность
S208;Опыт;1,423;6;ед;Оптическая плотность
S208;Опыт;1,283;7;ед;Оптическая плотность
S208;Опыт;1,472;8;ед;Оптическая плотность
S208;Опыт;1,236;9;ед;Оптическая плотность
S208;Опыт;1,386;10;ед;Оптическая плотность
S208;Опыт;1,436;11;ед;Оптическая плотность
S208;Опыт;1,403;12;ед;Оптическая плотность
S208;Опыт;1,292;13;ед;Оптическая плотность
S208;Опыт;1,302;14;ед;Оптическая плотность
S208;Опыт;1,353;15;ед;Оптическая плотность
S208;Опыт;1,206;16;ед;Оптическая плотность
S208;Опыт;1,220;17;ед;Оптическая плотность
S208;Опыт;1,300;18;ед;Оптическая плотность
S208;Опыт;1,286;19;ед;Оптическая плотность
S208;Опыт;1,196;20;ед;Оптическая плотность
S208;Опыт;1,267;21;ед;Оптическая плотность
S208;Опыт;1,336;22;ед;Оптическая плотность
S208;Опыт;1,392;23;ед;Оптическая плотность
S208;Опыт;1,298;24;ед;Оптическая плотность
S209;Опыт;1,311;1;ед;Оптическая плотность
S209;Опыт;1,173;2;ед;Оптическая плотность
S209;Опыт;1,414;3;ед;Оптическая плотность
S209;Опыт;1,214;4;ед;Оптическая плотность
S209;Опыт;1,363;5;ед;Оптическая плотность
S209;Опыт;1,370;6;ед;Оптическая плотность
S209;Опыт;1,522;7;ед;Оптическая плотность
S209;Опыт;1,342;8;ед;Оптическая плотность
S209;Опыт;1,407;9;ед;Оптическая плотность
S209;Опыт;1,203;10;ед;Оптическая плотность
S209;Опыт;1,390;11;ед;Оптическая плотность
S209;Опыт;1,432;12;ед;Оптическая плотность
S209;Опыт;1,173;13;ед;Оптическая плотность
S209;Опыт;1,280;14;ед;Оптическая плотность
S209;Опыт;1,337;15;ед;Оптическая плотность
S209;Опыт;1,367;16;ед;Оптическая плотность
S209;Опыт;1,298;17;ед;Оптическая плотность
S209;Опыт;1,330;18;ед;Оптическая плотность
S209;Опыт;1,301;19;ед;Оптическая плотность
S209;Опыт;1,385;20;ед;Оптическая плотность
S209;Опыт;1,135;21;ед;Оптическая плотность
S209;Опыт;1,315;22;ед;Оптическая плотность
S209;Опыт;1,520;23;ед;Оптическая плотность
S209;Опыт;1,594;24;ед;Оптическая плотность
S210;Опыт;1,231;1;ед;Оптическая плотность
S210;Опыт;1,492;2;ед;Оптическая плотность
S210;Опыт;1,475;3;ед;Оптическая плотность
S210;Опыт;1,560;4;ед;Оптическая плотность
S210;Опыт;1,347;5;ед;Оптическая плотность
S210;Опыт;1,502;6;ед;Оптическая плотность
S210;Опыт;1,204;7;ед;Оптическая плотность
S210;Опыт;1,245;8;ед;Оптическая плотность
S210;Опыт;1,263;9;ед;Оптическая плотность
S210;Опыт;1,403;10;ед;Оптическая плотность
S210;Опыт;1,308;11;ед;Оптическая плотность
S210;Опыт;1,250;12;ед;Оптическая плотность
S210;Опыт;1,320;13;ед;Оптическая плотность
S210;Опыт;1,315;14;ед;Оптическая плотность
S210;Опыт;1,313;15;ед;Оптическая плотность
S210;Опыт;1,414;16;ед;Оптическая плотность
S210;Опыт;1,181;17;ед;Оптическая плотность
S210;Опыт;1,352;18;ед;Оптическая плотность
S210;Опыт;1,389;19;ед;Оптическая плотность
S210;Опыт;1,273;20;ед;Оптическая плотность
S210;Опыт;1,217;21;ед;Оптическая плотность
S210;Опыт;1,309;22;ед;Оптическая плотность
S210;Опыт;1,337;23;ед;Оптическая плотность
S210;Опыт;1,051;24;ед;Оптическая плотность
S211;Опыт;1,265;1;ед;Оптическая плотность
S211;Опыт;1,274;2;ед;Оптическая плотность
S211;Опыт;1,325;3;ед;Оптическая плотность
S211;Опыт;1,240;4;ед;Оптическая плотность
S211;Опыт;1,241;5;ед;Оптическая плотность
S211;Опыт;1,438;6;ед;Оптическая плотность
S211;Опыт;1,268;7;ед;Оптическая плотность
S211;Опыт;1,185;8;ед;Оптическая плотность
S211;Опыт;1,169;9;ед;Оптическая плотность
S211;Опыт;1,466;10;ед;Оптическая плотность
S211;Опыт;1,363;11;ед;Оптическая плотность
S211;Опыт;1,291;12;ед;Оптическая плотность
S211;Опыт;1,432;13;ед;Оптическая плотность
S211;Опыт;1,226;14;ед;Оптическая плотность
S211;Опыт;1,266;15;ед;Оптическая плотность
S211;Опыт;1,303;16;ед;Оптическая плотность
S211;Опыт;1,392;17;ед;Оптическая плотность
S211;Опыт;1,275;18;ед;Оптическая плотность
S211;Опыт;1,146;19;ед;Оптическая плотность
S211;Опыт;1,397;20;ед;Оптическая плотность
S211;Опыт;1,358;21;ед;Оптическая плотность
S211;Опыт;1,280;22;ед;Оптическая плотность
S211;Опыт;1,376;23;ед;Оптическая плотность
S211;Опыт;1,409;24;ед;Оптическая плотность
S212;Опыт;1,274;1;ед;Оптическая плотность
S212;Опыт;1,289;2;ед;Оптическая плотность
S212;Опыт;1,158;3;ед;Оптическая плотность
S212;Опыт;1,287;4;ед;Оптическая плотность
S212;Опыт;1,304;5;ед;Оптическая плотность
S212;Опыт;1,497;6;ед;Оптическая плотность
S212;Опыт;1,407;7;ед;Оптическая плотность
S212;Опыт;1,342;8;ед;Оптическая плотность
S212;Опыт;1,343;9;ед;Оптическая плотность
S212;Опыт;1,142;10;ед;Оптическая плотность
S212;Опыт;1,323;11;ед;Оптическая плотность
S212;Опыт;1,411;12;ед;Оптическая плотность
S212;Опыт;1,179;13;ед;Оптическая плотность
S212;Опыт;1,177;14;ед;Оптическая плотность
S212;Опыт;1,090;15;ед;Оптическая плотность
S212;Опыт;1,412;16;ед;Оптическая плотность
S212;Опыт;1,313;17;ед;Оптическая плотность
S212;Опыт;1,278;18;ед;Оптическая плотность
S212;Опыт;1,150;19;ед;Оптическая плотность
S212;Опыт;1,323;20;ед;Оптическая плотность
S212;Опыт;1,246;21;ед;Оптическая плотность
S212;Опыт;1,347;22;ед;Оптическая плотность
S212;Опыт;1,143;23;ед;Оптическая плотность
S212;Опыт;1,284;24;ед;Оптическая плотность
S213;Опыт;1,189;1;ед;Оптическая плотность
S213;Опыт;1,168;2;ед;Оптическая плотность
S213;Опыт;1,303;3;ед;Оптическая плотность
S213;Опыт;1,349;4;ед;Оптическая плотность
S213;Опыт;1,290;5;ед;Оптическая плотность
S213;Опыт;1,298;6;ед;Оптическая плотность
S213;Опыт;1,323;7;ед;Оптическая плотность
S213;Опыт;1,208;8;ед;Оптическая плотность
S213;Опыт;1,312;9;ед;Оптическая плотность
S213;Опыт;1,254;10;ед;Оптическая плотность
S213;Опыт;1,402;11;ед;Оптическая плотность
S213;Опыт;1,286;12;ед;Оптическая плотность
S213;Опыт;1,292;13;ед;Оптическая плотность
S213;Опыт;1,296;14;ед;Оптическая плотность
S213;Опыт;1,416;15;ед;Оптическая плотность
S213;Опыт;1,555;16;ед;Оптическая плотность
S213;Опыт;1,273;17;ед;Оптическая плотность
S213;Опыт;1,417;18;ед;Оптическая плотность
S213;Опыт;1,338;19;ед;Оптическая плотность
S213;Опыт;1,242;20;ед;Оптическая плотность
S213;Опыт;1,314;21;ед;Оптическая плотность
S213;Опыт;1,305;22;ед;Оптическая плотность
S213;Опыт;1,323;23;ед;Оптическая плотность
S213;Опыт;1,357;24;ед;Оптическая плотность
S214;Опыт;1,420;1;ед;Оптическая плотность
S214;Опыт;1,407;2;ед;Оптическая плотность
S214;Опыт;1,468;3;ед;Оптическая плотность
S214;Опыт;1,272;4;ед;Оптическая плотность
S214;Опыт;1,172;5;ед;Оптическая плотность
S214;Опыт;1,397;6;ед;Оптическая плотность
S214;Опыт;1,437;7;ед;Оптическая плотность
S214;Опыт;1,354;8;ед;Оптическая плотность
S214;Опыт;1,335;9;ед;Оптическая плотность
S214;Опыт;1,432;10;ед;Оптическая плотность
S214;Опыт;1,254;11;ед;Оптическая плотность
S214;Опыт;1,239;12;ед;Оптическая плотность
S214;Опыт;1,478;13;ед;Оптическая плотность
S214;Опыт;1,311;14;ед;Оптическая плотность
S214;Опыт;1,454;15;ед;Оптическая плотность
S214;Опыт;1,125;16;ед;Оптическая плотность
S214;Опыт;1,457;17;ед;Оптическая плотность
S214;Опыт;1,392;18;ед;Оптическая плотность
S214;Опыт;1,396;19;ед;Оптическая плотность
S214;Опыт;1,407;20;ед;Оптическая плотность
S214;Опыт;1,232;21;ед;Оптическая плотность
S214;Опыт;1,333;22;ед;Оптическая плотность
S214;Опыт;1,183;23;ед;Оптическая плотность
S214;Опыт;1,348;24;ед;Оптическая плотность
S215;Опыт;1,326;1;ед;Оптическая плотность
S215;Опыт;1,348;2;ед;Оптическая плотность
S215;Опыт;1,260;3;ед;Оптическая плотность
S215;Опыт;1,228;4;ед;Оптическая плотность
S215;Опыт;1,204;5;ед;Оптическая плотность
S215;Опыт;1,425;6;ед;Оптическая плотность
S215;Опыт;1,200;7;ед;Оптическая плотность
S215;Опыт;1,438;8;ед;Оптическая плотность
S215;Опыт;1,432;9;ед;Оптическая плотность
S215;Опыт;1,430;10;ед;Оптическая плотность
S215;Опыт;1,260;11;ед;Оптическая плотность
S215;Опыт;1,159;12;ед;Оптическая плотность
S215;Опыт;1,348;13;ед;Оптическая плотность
S215;Опыт;1,294;14;ед;Оптическая плотность
S215;Опыт;1,288;15;ед;Оптическая плотность
S215;Опыт;1,273;16;ед;Оптическая плотность
S215;Опыт;1,191;17;ед;Оптическая плотность
S215;Опыт;1,296;18;ед;Оптическая плотность
S215;Опыт;1,255;19;ед;Оптическая плотность
S215;Опыт;1,360;20;ед;Оптическая плотность
S215;Опыт;1,375;21;ед;Оптическая плотность
S215;Опыт;1,328;22;ед;Оптическая плотность
S215;Опыт;1,281;23;ед;Оптическая плотность
S215;Опыт;1,300;24;ед;Оптическая плотность
S216;Опыт;1,398;1;ед;Оптическая плотность
S216;Опыт;1,369;2;ед;Оптическая плотность
S216;Опыт;1,297;3;ед;Оптическая плотность
S216;Опыт;1,149;4;ед;Оптическая плотность
S216;Опыт;1,191;5;ед;Оптическая плотность
S216;Опыт;1,092;6;ед;Оптическая плотность
S216;Опыт;1,519;7;ед;Оптическая плотность
S216;Опыт;1,042;8;ед;Оптическая плотность
S216;Опыт;1,365;9;ед;Оптическая плотность
S216;Опыт;1,410;10;ед;Оптическая плотность
S216;Опыт;1,172;11;ед;Оптическая плотность
S216;Опыт;1,343;12;ед;Оптическая плотность
S216;Опыт;1,458;13;ед;Оптическая плотность
S216;Опыт;1,411;14;ед;Оптическая плотность
S216;Опыт;1,513;15;ед;Оптическая плотность
S216;Опыт;1,201;16;ед;Оптическая плотность
S216;Опыт;1,322;17;ед;Оптическая плотность
S216;Опыт;1,246;18;ед;Оптическая плотность
S216;Опыт;1,350;19;ед;Оптическая плотность
S216;Опыт;1,353;20;ед;Оптическая плотность
S216;Опыт;1,513;21;ед;Оптическая плотность
S216;Опыт;1,220;22;ед;Оптическая плотность
S216;Опыт;1,065;23;ед;Оптическая плотность
S216;Опыт;1,404;24;ед;Оптическая плотность
S217;Опыт;1,590;1;ед;Оптическая плотность
S217;Опыт;1,261;2;ед;Оптическая плотность
S217;Опыт;1,345;3;ед;Оптическая плотность
S217;Опыт;1,220;4;ед;Оптическая плотность
S217;Опыт;1,198;5;ед;Оптическая плотность
S217;Опыт;1,336;6;ед;Оптическая плотность
S217;Опыт;1,274;7;ед;Оптическая плотность
S217;Опыт;1,449;8;ед;Оптическая плотность
S217;Опыт;1,464;9;ед;Оптическая плотность
S217;Опыт;1,256;10;ед;Оптическая плотность
S217;Опыт;1,223;11;ед;Оптическая плотность
S217;Опыт;1,370;12;ед;Оптическая плотность
S217;Опыт;1,483;13;ед;Оптическая плотность
S217;Опыт;1,454;14;ед;Оптическая плотность
S217;Опыт;1,470;15;ед;Оптическая плотность
S217;Опыт;1,187;16;ед;Оптическая плотность
S217;Опыт;1,303;17;ед;Оптическая плотность
S217;Опыт;1,482;18;ед;Оптическая плотность
S217;Опыт;1,309;19;ед;Оптическая плотность
S217;Опыт;1,332;20;ед;Оптическая плотность
S217;Опыт;1,156;21;ед;Оптическая плотность
S217;Опыт;1,436;22;ед;Оптическая плотность
S217;Опыт;1,442;23;ед;Оптическая плотность
S217;Опыт;1,555;24;ед;Оптическая плотность
S218;Опыт;1,254;1;ед;Оптическая плотность
S218;Опыт;1,292;2;ед;Оптическая плотность
S218;Опыт;1,230;3;ед;Оптическая плотность
S218;Опыт;1,387;4;ед;Оптическая плотность
S218;Опыт;1,543;5;ед;Оптическая плотность
S218;Опыт;1,364;6;ед;Оптическая плотность
S218;Опыт;1,518;7;ед;Оптическая плотность
S218;Опыт;1,474;8;ед;Оптическая плотность
S218;Опыт;1,418;9;ед;Оптическая плотность
S218;Опыт;1,185;10;ед;Оптическая плотность
S218;Опыт;1,279;11;ед;Оптическая плотность
S218;Опыт;1,440;12;ед;Оптическая плотность
S218;Опыт;1,203;13;ед;Оптическая плотность
S218;Опыт;1,085;14;ед;Оптическая плотность
S218;Опыт;1,323;15;ед;Оптическая плотность
S218;Опыт;1,148;16;ед;Оптическая плотность
S218;Опыт;1,255;17;ед;Оптическая плотность
S218;Опыт;1,352;18;ед;Оптическая плотность
S218;Опыт;1,217;19;ед;Оптическая плотность
S218;Опыт;1,133;20;ед;Оптическая плотность
S218;Опыт;1,346;21;ед;Оптическая плотность
S218;Опыт;1,454;22;ед;Оптическая плотность
S218;Опыт;1,216;23;ед;Оптическая плотность
S218;Опыт;1,489;24;ед;Оптическая плотность
